,zip,city,county,lat,long
1192,94964,San Quentin,Marin,37.9416,-122.4844
1193,93921,Carmel,Monterey,36.5552,-121.9233
1194,93066,Somis,Ventura,34.2798,-119.0115
1195,93650,Fresno,Fresno,36.8411,-119.801
1196,96041,Hayfork,Trinity,40.5504,-123.1634
1197,92281,Westmorland,Imperial,33.038,-115.5914
1198,95684,Somerset,El Dorado,38.5953,-120.5949
1199,94037,Montara,San Mateo,37.5428,-122.5052
1200,94720,Berkeley,Alameda,37.8738,-122.2549
1201,95458,Lucerne,Lake,39.0783,-122.7846
1202,95428,Covelo,Mendocino,39.82,-123.0585
1203,95485,Upper Lake,Lake,39.1804,-122.9144
1204,95663,Penryn,Placer,38.8567,-121.1791
1205,96032,Fort Jones,Siskiyou,41.617,-122.8832
1206,95464,Nice,Lake,39.1194,-122.8315
1207,95461,Middletown,Lake,38.7824,-122.6487
1208,92662,Newport Beach,Orange,33.6062,-117.8931
1209,93271,Three Rivers,Tulare,36.4377,-118.8875
1210,93430,Cayucos,San Luis Obispo,35.4446,-120.8908
1211,96145,Tahoe City,Placer,39.1806,-120.1445
1212,91962,Pine Valley,San Diego,32.835,-116.5127
1213,92536,Aguanga,Riverside,33.4473,-116.7997
1214,93532,Lake Hughes,Los Angeles,34.6847,-118.5442
1215,92036,Julian,San Diego,33.0534,-116.5658
1216,95918,Browns Valley,Yuba,39.2882,-121.3303
1217,95951,Hamilton City,Glenn,39.7386,-122.0085
1218,95223,Arnold,Calaveras,38.3086,-120.268
1219,95570,Trinidad,Humboldt,41.0593,-124.1431
1220,90067,Los Angeles,Los Angeles,34.0551,-118.4095
1221,95113,San Jose,Santa Clara,37.3329,-121.8916
1222,92275,Salton City,Imperial,33.3092,-115.9578
1223,92365,Newberry Springs,San Bernardino,34.885,-116.7464
1224,93626,Friant,Fresno,37.0422,-119.6807
1225,92285,Landers,San Bernardino,34.3103,-116.5241
1226,96020,Chester,Plumas,40.2975,-121.2273
1227,93453,Santa Margarita,San Luis Obispo,35.3584,-120.2596
1228,93516,Boron,Kern,35.0037,-117.6629
1229,93616,Del Rey,Fresno,36.6543,-119.5929
1230,92230,Cabazon,Riverside,33.9086,-116.7739
1231,95211,Stockton,San Joaquin,37.9809,-121.311
1232,95329,La Grange,Stanislaus,37.6899,-120.3851
1233,93651,Prather,Fresno,36.9938,-119.5268
1234,92004,Borrego Springs,San Diego,33.2386,-116.3514
1235,96027,Etna,Siskiyou,41.4463,-123.01
1236,92061,Pauma Valley,San Diego,33.3063,-116.9596
1237,92391,Twin Peaks,San Bernardino,34.2379,-117.2348
1238,95542,Garberville,Humboldt,40.0864,-123.7991
1239,95002,Alviso,Santa Clara,37.426,-121.9736
1240,96025,Dunsmuir,Siskiyou,41.2124,-122.2734
1241,93283,Weldon,Kern,35.6391,-118.2859
1242,93261,Richgrove,Tulare,35.805,-119.1315
1243,95454,Laytonville,Mendocino,39.6627,-123.4929
1244,93205,Bodfish,Kern,35.587,-118.4847
1245,95638,Herald,Sacramento,38.3119,-121.1729
1246,93667,Tollhouse,Fresno,36.9943,-119.3914
1247,95460,Mendocino,Mendocino,39.3173,-123.7739
1248,94514,Byron,Contra Costa,37.8254,-121.6236
1249,96134,Tulelake,Siskiyou,41.9316,-121.4347
1250,95690,Walnut Grove,Sacramento,38.2396,-121.5443
1251,92386,Sugarloaf,San Bernardino,34.2372,-116.8277
1252,92676,Silverado,Orange,33.7451,-117.6153
1253,94511,Bethel Island,Contra Costa,38.0266,-121.6425
1254,93285,Wofford Heights,Kern,35.7246,-118.4559
1255,95445,Gualala,Mendocino,38.8251,-123.5399
1256,94020,La Honda,San Mateo,37.2726,-122.2495
1257,95311,Coulterville,Mariposa,37.7197,-120.1197
1258,92401,San Bernardino,San Bernardino,34.1105,-117.2898
1259,93249,Lost Hills,Kern,35.6163,-119.6943
1260,92145,San Diego,San Diego,32.8891,-117.1005
1261,96113,Herlong,Lassen,40.1485,-120.1713
1262,95465,Occidental,Sonoma,38.4087,-122.9954
1263,95567,Smith River,Del Norte,41.9404,-124.1587
1264,92273,Seeley,Imperial,32.7941,-115.6948
1265,93040,Piru,Ventura,34.4352,-118.7855
1266,90263,Malibu,Los Angeles,34.005,-118.8101
1267,93222,Frazier Park,Kern,34.8469,-119.1568
1268,93925,Chualar,Monterey,36.595,-121.432
1269,93239,Kettleman City,Kings,36.0083,-119.9618
1270,91916,Descanso,San Diego,32.873,-116.6027
1271,95524,Bayside,Humboldt,40.8266,-124.0552
1272,95372,Soulsbyville,Tuolumne,37.9926,-120.2624
1273,93562,Trona,San Bernardino,35.7481,-117.3808
1274,95528,Carlotta,Humboldt,40.507,-123.9743
1275,93206,Buttonwillow,Kern,35.4033,-119.4659
1276,95975,Rough And Ready,Nevada,39.2286,-121.1509
1277,96056,Mcarthur,Shasta,41.0502,-121.3991
1278,92283,Winterhaven,Imperial,32.9818,-114.6854
1279,96052,Lewiston,Trinity,40.746,-122.8426
1280,93426,Bradley,Monterey,35.8093,-120.9728
1281,95374,Stevinson,Merced,37.3283,-120.8764
1282,95645,Knights Landing,Yolo,38.8517,-121.7334
1283,95441,Geyserville,Sonoma,38.7173,-122.8834
1284,93527,Inyokern,Kern,35.6397,-117.857
1285,95947,Greenville,Plumas,40.1699,-120.9014
1286,96118,Loyalton,Sierra,39.663,-120.2297
1287,91905,Boulevard,San Diego,32.6719,-116.32
1288,95421,Cazadero,Sonoma,38.5918,-123.1965
1289,95310,Columbia,Tuolumne,38.044,-120.3971
1290,95245,Mokelumne Hill,Calaveras,38.3152,-120.5591
1291,92398,Yermo,San Bernardino,34.905,-116.8203
1292,95942,Forest Ranch,Butte,39.8821,-121.6728
1293,95903,Beale Afb,Yuba,39.1115,-121.3604
1294,95551,Loleta,Humboldt,40.6589,-124.2251
1295,95255,West Point,Calaveras,38.4197,-120.4759
1296,95977,Smartville,Yuba,39.2076,-121.3001
1297,92059,Pala,San Diego,33.3777,-117.0717
1298,95319,Empire,Stanislaus,37.6382,-120.9005
1299,95937,Dunnigan,Yolo,38.887,-121.9992
1300,95560,Redway,Humboldt,40.1201,-123.8234
1301,93545,Lone Pine,Inyo,36.5798,-118.0578
1302,94973,Woodacre,Marin,38.0069,-122.6382
1303,93243,Lebec,Kern,34.8818,-118.8566
1304,93553,Pearblossom,Los Angeles,34.4225,-117.9055
1305,95955,Maxwell,Colusa,39.3163,-122.1849
1306,95469,Potter Valley,Mendocino,39.3932,-123.0647
1307,95323,Hickman,Stanislaus,37.6156,-120.7011
1308,92561,Mountain Center,Riverside,33.7042,-116.7259
1309,95612,Clarksburg,Yolo,38.3945,-121.5641
1310,95389,Yosemite National Park,Mariposa,37.7314,-119.6489
1311,93513,Big Pine,Inyo,37.1679,-118.2916
1312,95641,Isleton,Sacramento,38.157,-121.6066
1313,95689,Volcano,Amador,38.4765,-120.6017
1314,92282,White Water,Riverside,33.989,-116.6566
1315,93461,Shandon,San Luis Obispo,35.6513,-120.372
1316,93920,Big Sur,Monterey,36.2458,-121.7009
1317,93601,Ahwahnee,Madera,37.4076,-119.7233
1318,95525,Blue Lake,Humboldt,40.9374,-123.8913
1319,95449,Hopland,Mendocino,38.938,-123.0703
1320,95636,Grizzly Flats,El Dorado,38.6489,-120.5098
1321,92339,Forest Falls,San Bernardino,34.0937,-116.9362
1322,95468,Point Arena,Mendocino,38.9152,-123.6
1323,93258,Porterville,Tulare,36.0331,-119.0073
1324,93440,Los Alamos,Santa Barbara,34.7457,-120.2049
1325,96140,Carnelian Bay,Placer,39.2319,-120.0753
1326,96103,Blairsden-Graeagle,Plumas,40.1919,-120.1746
1327,96008,Bella Vista,Shasta,40.7409,-122.0725
1328,92091,Rancho Santa Fe,San Diego,32.9623,-117.0462
1329,95919,Brownsville,Yuba,39.4525,-121.2612
1330,93653,Raymond,Madera,37.279,-119.8766
1331,92242,Earp,San Bernardino,34.1652,-114.3197
1332,95573,Willow Creek,Humboldt,40.9484,-123.6276
1333,95664,Pilot Hill,El Dorado,38.8135,-121.0308
1334,94924,Bolinas,Marin,37.9079,-122.6947
1335,95415,Boonville,Mendocino,39.0197,-123.3856
1336,92518,March Air Force Base,Riverside,33.9533,-117.3962
1337,92086,Warner Springs,San Diego,33.3096,-116.6527
1338,93201,Alpaugh,Tulare,35.8877,-119.4873
1339,95246,Mountain Ranch,Calaveras,38.2328,-120.4994
1340,95462,Monte Rio,Sonoma,38.4706,-123.0172
1341,96062,Millville,Shasta,40.5653,-122.1111
1342,92257,Niland,Imperial,33.3784,-115.6965
1343,95039,Moss Landing,Monterey,36.8175,-121.7773
1344,95916,Berry Creek,Butte,39.6776,-121.3689
1345,93668,Tranquillity,Fresno,36.6584,-120.2617
1346,96051,Lakehead,Shasta,40.9105,-122.4106
1347,96023,Dorris,Siskiyou,41.9194,-121.9739
1348,94923,Bodega Bay,Sonoma,38.3309,-123.0373
1349,94957,Ross,Marin,37.9624,-122.555
1350,94956,Point Reyes Station,Marin,38.0691,-122.8069
1351,94575,Moraga,Contra Costa,37.7772,-121.9554
1352,95968,Palermo,Butte,39.4361,-121.5454
1353,96069,Oak Run,Shasta,40.6863,-122.0409
1354,95313,Crows Landing,Stanislaus,37.4218,-121.0411
1355,95346,Mi Wuk Village,Tuolumne,38.0675,-120.1794
1356,95497,The Sea Ranch,Sonoma,38.7256,-123.4675
1357,95589,Whitethorn,Humboldt,40.0231,-124.0139
1358,95686,Thornton,San Joaquin,38.2261,-121.4236
1359,96044,Hornbrook,Siskiyou,41.9077,-122.5265
1360,95426,Cobb,Lake,38.8155,-122.7132
1361,95548,Klamath,Del Norte,41.5804,-124.0387
1362,93432,Creston,San Luis Obispo,35.4779,-120.4361
1363,94060,Pescadero,San Mateo,37.2065,-122.3649
1364,96146,Olympic Valley,Placer,39.1752,-120.1954
1365,96057,Mccloud,Siskiyou,41.2475,-122.1128
1366,95549,Kneeland,Humboldt,40.6405,-123.8826
1367,93266,Stratford,Kings,36.179,-119.8236
1368,93544,Llano,Los Angeles,34.493,-117.7543
1369,95317,El Nido,Merced,37.1391,-120.5251
1370,95701,Alta,Placer,39.2441,-120.7531
1371,92368,Oro Grande,San Bernardino,34.6178,-117.3327
1372,93608,Cantua Creek,Fresno,36.4921,-120.3353
1373,96107,Coleville,Mono,38.5029,-119.4828
1374,95962,Oregon House,Yuba,39.3459,-121.2663
1375,95547,Hydesville,Humboldt,40.5485,-124.0847
1376,91917,Dulzura,San Diego,32.6152,-116.7285
1377,94592,Vallejo,Solano,38.0968,-122.2699
1378,93666,Sultana,Tulare,36.5455,-119.3401
1379,95681,Sheridan,Placer,38.9953,-121.368
1380,95303,Ballico,Merced,37.4548,-120.6931
1381,93928,Jolon,Monterey,35.9708,-121.176
1382,96028,Fall River Mills,Shasta,41.0393,-121.4606
1383,95369,Snelling,Merced,37.5354,-120.378
1384,95410,Albion,Mendocino,39.2131,-123.72
1385,94938,Lagunitas,Marin,38.0139,-122.7016
1386,90073,Los Angeles,Los Angeles,33.7866,-118.2987
1387,93424,Avila Beach,San Luis Obispo,35.18,-120.7318
1388,95466,Philo,Mendocino,39.0657,-123.445
1389,96047,Igo,Shasta,40.4318,-122.654
1390,93624,Five Points,Fresno,36.3386,-120.1118
1391,96142,Tahoma,El Dorado,39.0644,-120.1357
1392,96120,Markleeville,Alpine,38.7713,-119.8327
1393,96104,Cedarville,Modoc,41.4759,-120.1516
1394,94937,Inverness,Marin,38.1126,-122.8877
1395,96109,Doyle,Lassen,40.0008,-120.1077
1396,95556,Orleans,Humboldt,41.3115,-123.5399
1397,95674,Rio Oso,Sutter,38.967,-121.4773
1398,95703,Applegate,Placer,39.0007,-120.9924
1399,92321,Cedar Glen,San Bernardino,34.2545,-117.1533
1400,96039,Happy Camp,Siskiyou,41.8018,-123.388
1401,92070,Santa Ysabel,San Diego,33.1476,-116.6963
1402,94933,Forest Knolls,Marin,38.0122,-122.6907
1403,95615,Courtland,Sacramento,38.3137,-121.563
1404,94567,Pope Valley,Napa,38.6152,-122.4278
1405,94613,Oakland,Alameda,37.7811,-122.1866
1406,93441,Los Olivos,Santa Barbara,34.6678,-120.1149
1407,93450,San Ardo,Monterey,35.9857,-120.8612
1408,93255,Onyx,Kern,35.6824,-118.0959
1409,95941,Forbestown,Butte,39.521,-121.2423
1410,95306,Catheys Valley,Mariposa,37.4404,-120.1438
1411,95459,Manchester,Mendocino,39.0097,-123.6523
1412,92327,Daggett,San Bernardino,34.8668,-116.8876
1413,93518,Caliente,Kern,35.3701,-118.4612
1414,95017,Davenport,Santa Cruz,37.0423,-122.2137
1415,93218,Ducor,Tulare,35.8916,-119.0473
1416,96024,Douglas City,Trinity,40.6342,-122.9239
1417,96128,Standish,Lassen,40.3509,-120.4068
1418,94586,Sunol,Alameda,37.6094,-121.8986
1419,93238,Kernville,Kern,35.755,-118.4047
1420,94528,Diablo,Contra Costa,37.8387,-121.9667
1421,95635,Greenwood,El Dorado,38.9143,-120.9001
1422,96048,Junction City,Trinity,40.7411,-123.0718
1423,91934,Jacumba,San Diego,32.6249,-116.1952
1424,95553,Miranda,Humboldt,40.2397,-123.8077
1425,93606,Biola,Fresno,36.8032,-120.0185
1426,93526,Independence,Inyo,36.8396,-118.2048
1427,93254,New Cuyama,Santa Barbara,34.9967,-119.8238
1428,95659,Nicolaus,Sutter,38.8657,-121.557
1429,95452,Kenwood,Sonoma,38.4168,-122.5547
1430,95227,Clements,San Joaquin,38.1929,-121.0811
1431,95943,Glenn,Glenn,39.6069,-122.0384
1432,95043,Paicines,San Benito,36.4985,-120.9744
1433,94922,Bodega,Sonoma,38.3514,-122.9741
1434,94946,Nicasio,Marin,38.0546,-122.6964
1435,95957,Meridian,Sutter,39.052,-121.8061
1436,95254,Wallace,Calaveras,38.1983,-120.9793
1437,96096,Whitmore,Shasta,40.6525,-121.8771
1438,96038,Grenada,Siskiyou,41.6125,-122.5258
1439,95345,Midpines,Mariposa,37.5757,-119.9601
1440,93673,Traver,Tulare,36.4552,-119.4848
1441,92358,Lytle Creek,San Bernardino,34.2558,-117.5186
1442,95552,Mad River,Trinity,40.3316,-123.3904
1443,96087,Shasta,Shasta,40.6109,-122.4968
1444,92347,Hinkley,San Bernardino,34.9279,-117.1809
1445,95456,Littleriver,Mendocino,39.2707,-123.7883
1446,96148,Tahoe Vista,Placer,39.2448,-120.0521
1447,96091,Trinity Center,Trinity,41.0615,-122.7239
1448,95830,Sacramento,Sacramento,38.4896,-121.2772
1449,95565,Scotia,Humboldt,40.4583,-124.0517
1450,95230,Farmington,San Joaquin,37.9299,-121.0002
1451,95914,Bangor,Butte,39.3885,-121.4052
1452,94970,Stinson Beach,Marin,37.902,-122.6393
1453,92135,San Diego,San Diego,32.7153,-117.1573
1454,95652,Mcclellan,Sacramento,38.6621,-121.3955
1455,92309,Baker,San Bernardino,35.3606,-116.0638
1456,95543,Gasquet,Del Norte,41.9056,-123.831
1457,93517,Bridgeport,Mono,38.2566,-119.208
1458,95225,Burson,Calaveras,38.1838,-120.8894
1459,90742,Sunset Beach,Orange,33.7164,-118.069
1460,96006,Adin,Modoc,41.2175,-120.9432
1461,92305,Angelus Oaks,San Bernardino,34.1531,-116.9485
1462,95387,Westley,Stanislaus,37.5452,-121.2255
1463,95432,Elk,Mendocino,39.1593,-123.7219
1464,95939,Elk Creek,Glenn,39.5306,-122.6124
1465,95960,North San Juan,Nevada,39.3765,-121.0891
1466,95563,Salyer,Trinity,40.8558,-123.573
1467,95668,Pleasant Grove,Sutter,38.8115,-121.4982
1468,92328,Death Valley,Inyo,36.4672,-116.8937
1469,95537,Fields Landing,Humboldt,40.7268,-124.2174
1470,94021,Loma Mar,San Mateo,37.2708,-122.2807
1471,95471,Rio Nido,Sonoma,38.521,-122.9769
1472,93652,Raisin,Fresno,36.6024,-119.904
1473,92322,Cedarpines Park,San Bernardino,34.2544,-117.3265
1474,92678,Trabuco Canyon,Orange,33.6643,-117.5896
1475,93452,San Simeon,San Luis Obispo,35.6668,-121.144
1476,95427,Comptche,Mendocino,39.2767,-123.5873
1477,95970,Princeton,Colusa,39.4168,-122.0519
1478,91931,Guatay,San Diego,32.8497,-116.5583
1479,92258,North Palm Springs,Riverside,33.9228,-116.5431
1480,96084,Round Mountain,Shasta,40.794,-121.9419
1481,95922,Camptonville,Yuba,39.4518,-121.0486
1482,95629,Fiddletown,Amador,38.5234,-120.6763
1483,96058,Macdoel,Siskiyou,41.883,-121.9445
1484,96090,Tehama,Tehama,40.0271,-122.1233
1485,93932,Lockwood,Monterey,35.95,-121.0626
1486,95653,Madison,Yolo,38.6802,-121.9721
1487,95251,Vallecito,Calaveras,38.1013,-120.4676
1488,95950,Grimes,Colusa,39.0744,-121.8927
1489,93665,South Dos Palos,Merced,36.9644,-120.6532
1490,95412,Annapolis,Sonoma,38.7026,-123.3539
1491,96033,French Gulch,Shasta,40.7035,-122.6229
1492,95651,Lotus,El Dorado,38.8278,-120.9238
1493,91963,Potrero,San Diego,32.6205,-116.6037
1494,96059,Manton,Tehama,40.4331,-121.8365
1495,96106,Clio,Plumas,39.7546,-120.5951
1496,95564,Samoa,Humboldt,40.8037,-124.1936
1497,92155,San Diego,San Diego,32.6716,-117.1657
1498,96141,Homewood,Placer,39.0786,-120.1734
1499,92060,Palomar Mountain,San Diego,33.3228,-116.8786
1500,95714,Dutch Flat,Placer,39.1978,-120.8262
1501,95439,Fulton,Sonoma,38.4947,-122.7761
1502,93954,San Lucas,Monterey,36.1289,-121.0205
1503,94104,San Francisco,San Francisco,37.7915,-122.4018
1504,95527,Burnt Ranch,Trinity,40.7897,-123.4113
1505,95385,Vernalis,San Joaquin,37.6176,-121.2581
1506,95075,Tres Pinos,San Benito,36.767,-121.3017
1507,95675,River Pines,Amador,38.5463,-120.743
1508,95585,Leggett,Mendocino,39.8481,-123.6615
1509,95554,Myers Flat,Humboldt,40.2841,-123.7945
1510,93563,Valyermo,Los Angeles,34.3966,-117.7604
1511,96050,Klamath River,Siskiyou,41.8637,-122.8197
1512,93529,June Lake,Mono,37.7773,-119.0825
1513,95558,Petrolia,Humboldt,40.2868,-124.2271
1514,92333,Fawnskin,San Bernardino,34.2583,-116.9515
1515,95956,Meadow Valley,Plumas,39.9296,-121.0608
1516,95979,Stonyford,Colusa,39.3176,-122.5393
1517,92147,San Diego,San Diego,32.7153,-117.1573
1518,95007,Brookdale,Santa Cruz,37.1063,-122.105
1519,95555,Orick,Humboldt,41.3596,-124.0317
1520,95257,Wilseyville,Calaveras,38.3793,-120.4627
1521,95233,Hathaway Pines,Calaveras,38.1919,-120.3644
1522,93962,Spreckels,Monterey,36.6261,-121.6555
1523,93531,Keene,Kern,35.2375,-118.6076
1524,93664,Shaver Lake,Fresno,37.1397,-119.273
1525,93067,Summerland,Santa Barbara,34.4214,-119.5965
1526,96124,Calpine,Sierra,39.6139,-120.4046
1527,93604,Bass Lake,Madera,37.3244,-119.5568
1528,96016,Cassel,Shasta,40.9337,-121.5677
1529,93224,Fellows,Kern,35.1786,-119.5412
1530,92268,Pioneertown,San Bernardino,34.1887,-116.5048
1531,95444,Graton,Sonoma,38.4335,-122.8676
1532,96075,Paynes Creek,Tehama,40.3514,-121.765
1533,91210,Glendale,Los Angeles,34.1425,-118.2551
1534,91759,Mt Baldy,Los Angeles,34.2361,-117.6601
1535,96105,Chilcoot,Plumas,39.7977,-120.1396
1536,92066,Ranchita,San Diego,33.21,-116.5167
1537,95041,Mount Hermon,Santa Cruz,37.0511,-122.0575
1538,96015,Canby,Modoc,41.4664,-120.9218
1539,96034,Gazelle,Siskiyou,41.5105,-122.5371
1540,95728,Soda Springs,Nevada,39.317,-120.4259
1541,93244,Lemon Cove,Tulare,36.4969,-118.9941
1542,96092,Vina,Tehama,39.9272,-122.025
1543,93669,Wishon,Madera,37.281,-119.557
1544,93592,Trona,San Bernardino,35.7627,-117.3728
1545,95435,Finley,Lake,39.0043,-122.8755
1546,94929,Dillon Beach,Marin,38.2508,-122.9653
1547,95639,Hood,Sacramento,38.3702,-121.5143
1548,95983,Taylorsville,Plumas,40.0357,-120.7353
1549,95920,Butte City,Glenn,39.4568,-121.9515
1550,96117,Litchfield,Lassen,40.4073,-120.4092
1551,95984,Twain,Plumas,40.0509,-121.1268
1552,95606,Brooks,Yolo,38.8065,-122.2039
1553,95607,Capay,Yolo,38.7209,-122.0912
1554,96129,Beckwourth,Plumas,39.7721,-120.4051
1555,96121,Milford,Lassen,40.1828,-120.3895
1556,92134,San Diego,San Diego,32.7242,-117.1466
1557,92239,Desert Center,Riverside,33.809,-115.3666
1558,96009,Bieber,Lassen,41.1315,-121.1286
1559,93628,Hume,Fresno,36.7515,-118.9575
1560,96065,Montgomery Creek,Shasta,40.9124,-121.9233
1561,96135,Vinton,Plumas,39.8043,-120.1783
1562,95736,Weimar,Placer,39.0375,-120.9713
1563,93549,Olancha,Inyo,36.23,-117.9552
1564,95318,El Portal,Mariposa,37.6747,-119.7841
1565,93541,Lee Vining,Mono,37.989,-119.1234
1566,95837,Sacramento,Sacramento,38.6817,-121.603
1567,96054,Lookout,Modoc,41.2347,-121.2156
1568,93641,Miramonte,Fresno,36.6894,-119.0477
1569,95925,Challenge,Yuba,39.4685,-121.1936
1570,96011,Big Bend,Shasta,40.9749,-121.825
1571,95417,Branscomb,Mendocino,39.6949,-123.5527
1572,90743,Surfside,Orange,33.7264,-118.0833
1573,96063,Mineral,Tehama,40.3564,-121.571
1574,92341,Green Valley Lake,San Bernardino,34.2348,-117.066
1575,94548,Knightsen,Contra Costa,37.9726,-121.6652
1576,94940,Marshall,Marin,38.1762,-122.89
1577,95569,Redcrest,Humboldt,40.3437,-123.9095
1578,93260,Posey,Tulare,35.8135,-118.6643
1579,93512,Benton,Mono,37.8926,-118.5647
1580,94569,Port Costa,Contra Costa,38.046,-122.1866
1581,96086,Seiad Valley,Siskiyou,41.8866,-123.2438
1582,93251,Mc Kittrick,Kern,35.3031,-119.6366
1583,95420,Caspar,Mendocino,39.3629,-123.7944
1584,92385,Skyforest,San Bernardino,34.2353,-117.1792
1585,94516,Canyon,Contra Costa,37.8339,-122.165
1586,94972,Valley Ford,Sonoma,38.318,-122.9242
1587,95450,Jenner,Sonoma,38.4987,-123.1974
1588,93645,O Neals,Madera,37.1639,-119.6652
1589,93207,California Hot Springs,Tulare,35.8818,-118.6561
1590,92389,Tecopa,Inyo,35.9021,-116.1544
1591,95568,Somes Bar,Siskiyou,41.4533,-123.4634
1592,96112,Fort Bidwell,Modoc,41.8644,-120.162
1593,95526,Bridgeville,Humboldt,40.4693,-123.7998
1594,95312,Cressey,Merced,37.4197,-120.6663
1595,95232,Glencoe,Calaveras,38.3554,-120.5778
1596,96017,Castella,Shasta,41.1103,-122.3161
1597,96076,Platina,Shasta,40.376,-122.937
